ID,Class,category,x1,x2
PTC2763,9,Polyesters,13.223464,22.735294
PTC1239,10,Polyamides,-0.9542537,0.27157423
PTC0657,9,Polyesters,7.4708443,13.139352
PTC0531,15,Polycarbonates,10.737925,7.1186624
PTC2768,9,Polyesters,11.232488,7.8830633
PTC3049,10,Polyamides,23.437044,0.34090713
PTC0100,9,Polyesters,-5.6393037,0.9250704
PTC2838,9,Polyesters,17.246225,4.8564706
PTC2124,7,Polyethers,-4.7732716,0.8797211
PTC0671,7,Polyethers,16.336052,2.3082557
PTC1898,4,Polyacrylics,3.4056537,12.633753
PTC0099,9,Polyesters,-5.63478,0.9236058
PTC0639,9,Polyesters,-0.35560587,24.536612
PTC4326,9,Polyesters,5.673848,-6.5046196
PTC3380,14,Polyanhydrides,4.591164,9.087007
PTC0425,7,Polyethers,5.886369,11.642256
PTC1592,14,Polyanhydrides,2.717047,21.192665
PTC2654,9,Polyesters,18.382437,8.545354
PTC4213,11,Polyurethanes,7.0768547,16.565023
PTC1837,4,Polyacrylics,6.322857,8.3387575
PTC4527,1,Polyolefins,5.262283,10.206567
PTC3047,10,Polyamides,23.554516,0.4454326
PTC2854,10,Polyamides,8.7008295,11.300257
PTC3410,15,Polycarbonates,8.076933,9.760299
PTC1933,5,Polyhalo-olefins,4.6928587,10.488595
PTC0485,10,Polyamides,7.4666195,27.082546
PTC3902,17,Polyketones,6.7253947,10.425956
PTC1638,15,Polycarbonates,10.487168,7.086537
PTC1330,10,Polyamides,-3.6152828,-4.733895
PTC0695,13,Polyimides,-2.8301387,7.6792655
PTC0925,9,Polyesters,2.4625418,-9.991519
PTC3422,15,Polycarbonates,-0.5573302,13.028555
PTC3763,4,Polyacrylics,14.226719,11.981506
PTC0026,3,Polyvinyls,5.088214,10.373748
PTC2989,10,Polyamides,-6.4995656,-2.1756387
PTC0977,9,Polyesters,-6.1274195,20.088476
PTC2745,9,Polyesters,7.927799,9.776792
PTC2809,9,Polyesters,8.869103,16.621153
PTC1323,10,Polyamides,6.1272664,13.478604
PTC1972,7,Polyethers,5.8041034,8.861756
PTC2822,9,Polyesters,8.966075,16.338987
PTC0241,2,Polystyrenes,7.0396256,9.510468
PTC3325,13,Polyimides,-2.5740502,1.9960749
PTC4004,9,Polyesters,6.846713,10.494378
PTC1247,10,Polyamides,6.1206145,13.073756
PTC0956,9,Polyesters,6.4927115,11.876035
PTC2027,7,Polyethers,6.0548925,9.08597
PTC3692,18,Polysulfones,5.404614,10.038127
PTC0513,14,Polyanhydrides,4.849354,5.6077003
PTC0416,7,Polyethers,6.7847347,9.838484
PTC4336,9,Polyesters,11.917878,16.601473
PTC0590,11,Polyurethanes,-4.8013544,11.382786
PTC0376,5,Polyhalo-olefins,4.604586,9.907524
PTC1342,10,Polyamides,23.415989,0.30944106
PTC2950,11,Polyurethanes,1.2894356,-7.054548
PTC1212,10,Polyamides,-5.8523846,-4.2744265
PTC4486,9,Polyesters,11.94199,12.138891
PTC1583,14,Polyanhydrides,2.6864026,21.223642
PTC1765,1,Polyolefins,5.6064534,8.77506
PTC1236,10,Polyamides,4.5735345,17.389063
PTC0805,9,Polyesters,5.7042055,20.667803
PTC0369,5,Polyhalo-olefins,7.006066,9.595113
PTC0944,9,Polyesters,9.609442,12.839204
PTC0510,14,Polyanhydrides,6.996875,10.668353
PTC0165,3,Polyvinyls,2.8727846,12.439699
PTC2724,9,Polyesters,11.17165,8.256546
PTC0710,8,Polysulfides,5.852391,9.657426
PTC4180,6,Polydienes,5.200409,8.330782
PTC2346,7,Polyethers,5.6069446,8.221499
PTC2190,9,Polyesters,3.7325492,20.73827
PTC0594,11,Polyurethanes,7.053569,16.57494
PTC0536,7,Polyethers,6.084491,9.069185
PTC3861,17,Polyketones,6.9240546,10.562341
PTC3434,15,Polycarbonates,9.37555,12.95172
PTC1695,17,Polyketones,13.509116,5.292089
PTC3210,13,Polyimides,-2.6053107,1.9356813
PTC3415,15,Polycarbonates,9.297695,12.682767
PTC2974,10,Polyamides,18.023304,4.030692
PTC0826,9,Polyesters,-0.73173237,12.927456
PTC2704,9,Polyesters,6.8965034,11.979049
PTC2421,8,Polysulfides,6.0300207,8.905484
PTC0090,5,Polyhalo-olefins,6.7554693,9.683672
PTC2907,10,Polyamides,4.022749,4.909833
PTC2188,9,Polyesters,3.732356,20.73864
PTC0315,4,Polyacrylics,2.419672,13.233903
PTC0127,7,Polyethers,5.447001,10.858381
PTC4470,16,Polyimines,0.62159157,9.1067915
PTC0917,9,Polyesters,-4.4623466,-0.9027461
PTC4439,9,Polyesters,18.274952,5.576118
PTC0724,8,Polysulfides,9.211066,17.571478
PTC1937,6,Polydienes,15.285317,2.1859245
PTC0629,9,Polyesters,0.9304042,-3.7547615
PTC1427,11,Polyurethanes,13.805587,16.142881
PTC2454,8,Polysulfides,9.760595,5.444158
PTC4218,12,Polyureas,7.061502,10.852642
PTC2861,10,Polyamides,15.939185,-2.6692832
PTC0736,11,Polyurethanes,-4.897623,4.33793
PTC3695,18,Polysulfones,5.866068,8.859109
PTC3319,13,Polyimides,-2.4854803,1.3831681
PTC1880,4,Polyacrylics,2.4079485,12.509335
PTC1423,11,Polyurethanes,6.4338646,16.031364
PTC0832,9,Polyesters,10.54005,13.731344
PTC1257,10,Polyamides,6.7314763,12.781811
PTC3726,19,Polyphenylenes,9.063122,4.657705
PTC0897,9,Polyesters,11.050449,15.79794
PTC0082,15,Polycarbonates,10.849373,7.3318815
PTC0494,10,Polyamides,22.769547,13.497958
PTC0746,11,Polyurethanes,19.033278,13.603256
PTC0006,4,Polyacrylics,3.3919158,12.518398
PTC2368,15,Polycarbonates,7.1788883,18.572214
PTC3776,5,Polyhalo-olefins,6.618523,9.504133
PTC1974,9,Polyesters,5.7043037,20.668377
PTC3204,13,Polyimides,0.2724549,3.6692812
PTC0908,9,Polyesters,-4.4436297,-0.9172563
PTC4075,10,Polyamides,6.073867,9.125276
PTC4327,9,Polyesters,5.680274,-6.517669
PTC0859,9,Polyesters,11.909158,11.482249
PTC3054,10,Polyamides,23.475727,0.3355062
PTC4397,10,Polyamides,5.94181,18.916517
PTC1169,10,Polyamides,7.70472,11.560644
PTC0203,1,Polyolefins,5.0388236,10.256886
PTC1600,15,Polycarbonates,9.372429,12.946052
PTC2508,8,Polysulfides,10.317354,4.735715
PTC1220,10,Polyamides,-2.793468,19.398867
PTC3222,12,Polyureas,-2.0860584,8.009721
PTC1219,10,Polyamides,13.179755,-1.3417429
PTC0056,10,Polyamides,23.397522,0.28951415
PTC0124,7,Polyethers,5.800028,11.682185
PTC0748,8,Polysulfides,5.833421,8.831708
PTC4188,4,Polyacrylics,2.675994,12.697149
PTC0946,9,Polyesters,13.100249,22.61856
PTC3469,16,Polyimines,6.1325283,9.412292
PTC1909,4,Polyacrylics,3.3380907,12.9200945
PTC4285,7,Polyethers,7.0803328,9.655342
PTC2844,9,Polyesters,18.43764,10.653541
PTC0192,8,Polysulfides,5.970368,9.556842
PTC2367,15,Polycarbonates,7.1887093,18.575045
PTC0021,4,Polyacrylics,2.0138223,12.842831
PTC2743,9,Polyesters,7.8839974,-8.557773
PTC2231,9,Polyesters,11.424483,7.7961287
PTC3046,10,Polyamides,23.457373,0.36057281
PTC1105,14,Polyanhydrides,10.730081,8.923352
PTC1119,10,Polyamides,4.760777,17.09474
PTC2215,15,Polycarbonates,9.3851,12.626735
PTC0819,9,Polyesters,11.72104,7.79038
PTC0647,9,Polyesters,-0.35567766,24.536467
PTC0427,7,Polyethers,5.2178316,10.500014
PTC0575,7,Polyethers,13.9119005,0.88951445
PTC4375,3,Polyvinyls,1.5737156,17.519117
PTC1081,9,Polyesters,11.716354,11.7542305
PTC4363,11,Polyurethanes,6.612511,16.081432
PTC1452,11,Polyurethanes,6.7514505,16.13174
PTC4381,9,Polyesters,11.927785,7.8498793
PTC2945,10,Polyamides,-6.5341015,-2.1356037
PTC0812,9,Polyesters,5.7067623,20.671328
PTC2815,9,Polyesters,6.219025,11.943551
PTC4003,13,Polyimides,6.7816215,10.377388
PTC2987,10,Polyamides,23.029404,0.9234715
PTC2841,9,Polyesters,11.467161,8.179124
PTC1017,9,Polyesters,12.311378,10.562478
PTC0632,9,Polyesters,-3.6060534,15.954655
PTC4231,7,Polyethers,7.0342097,9.56452
PTC0922,9,Polyesters,13.103445,22.62193
PTC4142,6,Polydienes,5.2025867,8.796316
PTC1525,13,Polyimides,-2.7195942,7.6082325
PTC1273,10,Polyamides,7.4668374,27.082376
PTC1563,13,Polyimides,0.15609528,4.037773
PTC2181,7,Polyethers,5.6053915,8.20487
PTC0072,4,Polyacrylics,2.697437,12.624758
PTC1395,11,Polyurethanes,14.656163,16.376347
PTC4146,10,Polyamides,23.492065,0.37424326
PTC1463,11,Polyurethanes,14.637908,16.352097
PTC4362,11,Polyurethanes,14.643949,16.361917
PTC4256,7,Polyethers,7.0344453,9.564199
PTC2194,17,Polyketones,6.1804414,5.981759
PTC4044,9,Polyesters,12.0055485,7.3009076
PTC2043,7,Polyethers,8.891437,14.079091
PTC0616,9,Polyesters,4.3467336,6.529643
PTC2711,9,Polyesters,5.672922,-6.5042634
PTC3914,16,Polyimines,7.311289,6.346313
PTC0553,17,Polyketones,7.720118,2.2437336
PTC1854,3,Polyvinyls,6.0538206,8.717209
PTC4334,9,Polyesters,13.349182,22.850004
PTC3453,15,Polycarbonates,6.206549,12.109261
PTC1174,10,Polyamides,23.54846,0.44522136
PTC0467,7,Polyethers,7.494905,4.7270374
PTC0166,3,Polyvinyls,2.9248083,12.431739
PTC1094,10,Polyamides,-3.208496,17.326118
PTC0682,17,Polyketones,7.8265038,2.3810256
PTC0582,7,Polyethers,5.977276,8.64624
PTC0769,8,Polysulfides,6.0042934,8.870819
PTC1445,11,Polyurethanes,6.7213697,16.103651
PTC1721,18,Polysulfones,5.145926,10.251668
PTC4224,12,Polyureas,15.796407,-2.5290384
PTC4388,9,Polyesters,11.638355,7.64502
PTC3724,19,Polyphenylenes,7.339659,7.4390893
PTC1300,10,Polyamides,7.2030478,10.934328
PTC1113,10,Polyamides,-9.353859,0.47174975
PTC4152,7,Polyethers,5.723493,8.901133
PTC1251,10,Polyamides,6.1238813,13.096175
PTC3411,15,Polycarbonates,9.312666,12.551789
PTC1776,2,Polystyrenes,6.402985,10.090157
PTC2126,7,Polyethers,-4.7733846,0.88051003
PTC0953,9,Polyesters,10.514602,7.4288797
PTC0497,10,Polyamides,22.769417,13.497688
PTC0914,9,Polyesters,18.383852,8.545952
PTC2730,9,Polyesters,17.730862,2.0357401
PTC2800,9,Polyesters,18.436632,10.653772
PTC2121,7,Polyethers,8.813046,10.046977
PTC1479,12,Polyureas,15.914234,-2.6414864
PTC2995,10,Polyamides,4.886862,8.788512
PTC1063,9,Polyesters,7.882605,11.022554
PTC1248,10,Polyamides,6.268973,13.327287
PTC1642,15,Polycarbonates,9.520113,13.236283
PTC0750,11,Polyurethanes,-6.768151,14.452263
PTC1054,9,Polyesters,3.9286327,6.667038
PTC2707,9,Polyesters,11.123486,8.181367
PTC0829,9,Polyesters,12.525144,10.335511
PTC0479,9,Polyesters,5.557703,5.0007777
PTC0029,9,Polyesters,-5.592936,0.90266144
PTC4475,16,Polyimines,0.5707708,9.052426
PTC1740,19,Polyphenylenes,3.8357382,10.050645
PTC4264,17,Polyketones,7.0217204,9.636245
PTC0954,9,Polyesters,13.609156,12.327018
PTC1858,5,Polyhalo-olefins,6.13748,9.1364765
PTC2723,9,Polyesters,-6.7459064,10.766429
PTC0108,9,Polyesters,10.9124,11.557303
PTC1333,10,Polyamides,22.878735,9.864706
PTC0919,9,Polyesters,10.871742,11.686442
PTC1953,6,Polydienes,6.016011,8.777366
PTC2740,9,Polyesters,15.57305,15.781748
PTC1416,11,Polyurethanes,12.7657995,-6.746353
PTC1414,11,Polyurethanes,7.0744333,16.650732
PTC1125,10,Polyamides,-2.6670792,19.280958
PTC1661,15,Polycarbonates,-0.56689936,13.020332
PTC2191,9,Polyesters,3.7327704,20.73837
PTC0490,10,Polyamides,22.767254,13.472372
PTC4490,10,Polyamides,8.424682,11.332205
PTC4380,9,Polyesters,11.740743,7.820972
PTC3443,15,Polycarbonates,11.13583,15.628926
PTC1430,11,Polyurethanes,13.908958,16.16685
PTC3749,19,Polyphenylenes,8.44799,5.5425105
PTC0837,9,Polyesters,10.555652,13.743747
PTC2710,9,Polyesters,6.2379675,11.9411125
PTC3258,13,Polyimides,-0.3466152,3.870064
PTC1648,15,Polycarbonates,10.743867,7.186312
PTC2863,11,Polyurethanes,1.2892839,-7.0545473
PTC4282,9,Polyesters,7.0545907,9.638662
PTC4064,3,Polyvinyls,6.3443418,9.516328
PTC0719,8,Polysulfides,5.6337957,9.750347
PTC4450,10,Polyamides,13.115568,-1.4117246
PTC2167,15,Polycarbonates,9.414144,12.595281
PTC0110,9,Polyesters,6.9203644,10.617229
PTC1245,10,Polyamides,6.2732058,13.276008
PTC3229,13,Polyimides,-2.5596423,1.3170816
PTC3884,17,Polyketones,6.8778462,10.5913
PTC0645,9,Polyesters,0.9326462,-3.7528293
PTC1224,10,Polyamides,11.146603,-9.709582
PTC1813,2,Polystyrenes,6.332022,9.411045
PTC4234,17,Polyketones,7.159066,6.1537995
PTC0610,7,Polyethers,10.513759,14.956786
PTC3852,9,Polyesters,7.3009033,6.6181784
PTC0065,14,Polyanhydrides,2.6867704,21.222977
PTC1134,10,Polyamides,7.1300006,10.139035
PTC1177,10,Polyamides,23.416285,0.3102036
PTC1237,10,Polyamides,-0.9545457,0.26986724
PTC4159,13,Polyimides,-0.95083034,0.280425
PTC1824,3,Polyvinyls,5.148881,10.346079
PTC4474,16,Polyimines,0.5774476,9.054603
PTC0062,14,Polyanhydrides,10.706758,9.052485
PTC3895,14,Polyanhydrides,6.9119024,10.577286
PTC1103,10,Polyamides,-9.353485,0.47201914
PTC1764,1,Polyolefins,5.781906,8.919551
PTC3181,13,Polyimides,4.7888246,8.817563
PTC0646,9,Polyesters,-3.605642,15.95608
PTC0654,7,Polyethers,10.6324625,14.969257
PTC0437,7,Polyethers,-6.3685436,1.2118115
PTC2791,9,Polyesters,-4.475645,-0.891175
PTC3766,5,Polyhalo-olefins,6.6022053,9.668766
PTC1522,13,Polyimides,-2.5852005,1.9612654
PTC2386,9,Polyesters,9.972499,12.8425665
PTC1319,10,Polyamides,6.1226373,13.483803
PTC2842,9,Polyesters,18.437208,10.65321
PTC1723,19,Polyphenylenes,7.204581,6.386121
PTC3147,12,Polyureas,15.958553,-2.687451
PTC0834,9,Polyesters,10.58673,13.766823
PTC1852,3,Polyvinyls,4.7389812,10.438819
PTC4066,7,Polyethers,6.066829,8.945994
PTC2222,15,Polycarbonates,7.20169,18.563564
PTC3418,15,Polycarbonates,8.078505,9.761036
PTC0971,9,Polyesters,12.145091,11.677201
PTC2131,15,Polycarbonates,5.226841,-2.225938
PTC1258,10,Polyamides,6.7220845,12.178249
PTC4455,13,Polyimides,-3.0558374,6.852153
PTC1296,10,Polyamides,6.6378117,12.948483
PTC3762,4,Polyacrylics,14.077913,12.0146265
PTC0898,9,Polyesters,11.134745,15.609868
PTC0565,7,Polyethers,8.742003,10.034917
PTC0461,7,Polyethers,9.837316,18.91475
PTC0875,9,Polyesters,7.0580893,10.682943
PTC2758,9,Polyesters,7.115717,5.555198
PTC0012,4,Polyacrylics,1.9254702,12.78944
PTC0395,6,Polydienes,6.457205,8.932056
PTC1381,11,Polyurethanes,14.678566,16.393406
PTC4202,14,Polyanhydrides,6.743242,10.378483
PTC1400,11,Polyurethanes,-4.8583813,11.419135
PTC3150,12,Polyureas,5.23655,3.2736342
PTC1117,10,Polyamides,4.4995337,17.096493
PTC1412,11,Polyurethanes,6.960972,16.537577
PTC2792,9,Polyesters,-0.59618545,13.0036545
PTC0670,7,Polyethers,11.932458,20.160133
PTC1842,3,Polyvinyls,6.6288047,8.87987
PTC1944,6,Polydienes,5.849302,8.779491
PTC3117,11,Polyurethanes,14.100502,16.394796
PTC0445,7,Polyethers,8.169361,5.5078588
PTC2178,7,Polyethers,10.96416,15.007543
PTC2657,11,Polyurethanes,14.64617,16.35953
PTC1106,10,Polyamides,23.409868,0.30738336
PTC1475,12,Polyureas,16.012033,-2.7435966
PTC4392,11,Polyurethanes,-6.4490075,3.7212038
PTC2677,9,Polyesters,6.8256803,12.030793
PTC1598,14,Polyanhydrides,9.523113,13.246949
PTC4457,13,Polyimides,-3.4954503,7.4328847
PTC0057,10,Polyamides,4.7981453,17.118927
PTC4329,9,Polyesters,2.462571,-9.991443
PTC0041,1,Polyolefins,4.323521,11.62101
PTC4513,12,Polyureas,-2.1611736,8.048307
PTC2675,9,Polyesters,11.072187,10.600152
PTC0474,9,Polyesters,-0.4322367,10.659353
PTC0432,7,Polyethers,8.73264,10.037346
PTC0672,7,Polyethers,16.364565,2.2785382
PTC0076,15,Polycarbonates,10.541516,7.047964
PTC0498,10,Polyamides,22.769287,13.497241
PTC2955,10,Polyamides,-3.128005,17.381065
PTC0417,7,Polyethers,5.7943006,11.711541
PTC2451,8,Polysulfides,11.185021,3.3190053
PTC1114,10,Polyamides,-9.3536825,0.47198594
PTC0048,10,Polyamides,-3.210874,17.32023
PTC1274,10,Polyamides,7.4671574,27.082062
PTC1914,4,Polyacrylics,14.470304,11.729003
PTC4443,9,Polyesters,11.659161,8.702985
PTC1203,10,Polyamides,23.40577,0.26924655
PTC0959,9,Polyesters,7.102246,13.763119
PTC1102,10,Polyamides,0.51716805,8.971564
PTC3767,19,Polyphenylenes,9.881965,4.4024696
PTC2111,7,Polyethers,5.632815,11.862031
PTC4150,5,Polyhalo-olefins,6.0856657,9.418105
PTC1213,10,Polyamides,1.5686996,14.821955
PTC2079,9,Polyesters,-0.61926603,13.00618
PTC0053,10,Polyamides,23.4709,0.37270212
PTC3111,11,Polyurethanes,5.4206777,3.030088
PTC1037,9,Polyesters,11.249626,11.528427
PTC3128,11,Polyurethanes,14.110054,16.444935
PTC4393,11,Polyurethanes,-6.4487677,3.7213764
PTC2067,7,Polyethers,5.703875,8.6380415
PTC4325,9,Polyesters,11.917264,16.600687
PTC0109,9,Polyesters,11.7744255,11.630401
PTC1851,4,Polyacrylics,2.7329464,12.585322
PTC0148,4,Polyacrylics,1.9994471,12.851799
PTC0726,8,Polysulfides,9.203546,17.579191
PTC2754,9,Polyesters,-4.7054176,-0.7154788
PTC2656,11,Polyurethanes,14.65133,16.363081
PTC3837,7,Polyethers,7.2422833,6.507413
PTC2522,8,Polysulfides,8.687838,5.8216896
PTC0214,1,Polyolefins,6.02981,9.513942
PTC3954,17,Polyketones,7.3000736,6.4619164
PTC2720,9,Polyesters,-6.7464805,10.76614
PTC2756,9,Polyesters,13.238861,22.749723
PTC0961,9,Polyesters,13.131556,22.64886
PTC4518,5,Polyhalo-olefins,7.030336,9.595125
PTC1044,9,Polyesters,12.261827,12.58561
PTC4025,3,Polyvinyls,6.5359583,9.703824
PTC4383,9,Polyesters,12.008036,7.8851953
PTC2953,10,Polyamides,6.568751,12.113539
PTC4267,16,Polyimines,7.105982,6.0151777
PTC1277,10,Polyamides,1.5634949,14.814482
PTC3239,13,Polyimides,1.3975796,-1.7288613
PTC1481,12,Polyureas,16.00812,-2.7395453
PTC1047,9,Polyesters,-0.5909313,13.016272
PTC4444,9,Polyesters,-4.683945,-0.72970665
PTC0032,1,Polyolefins,4.418748,11.269625
PTC2646,9,Polyesters,7.5221157,13.190264
PTC4268,17,Polyketones,6.980383,9.663839
PTC1973,7,Polyethers,5.795045,8.907887
PTC0211,6,Polydienes,6.1068845,8.769872
PTC1083,9,Polyesters,3.523296,19.85426
PTC0957,9,Polyesters,10.56368,7.6582026
PTC0927,9,Polyesters,-0.61958647,13.00255
PTC2920,10,Polyamides,4.4355702,4.222042
PTC2492,8,Polysulfides,9.606998,5.0908976
PTC3404,15,Polycarbonates,9.313325,12.775548
PTC0019,4,Polyacrylics,2.308265,12.628386
PTC1968,7,Polyethers,5.873701,8.75614
PTC3454,15,Polycarbonates,6.2112756,12.105439
PTC4361,10,Polyamides,22.882162,9.861355
PTC1421,11,Polyurethanes,6.7341704,16.140463
PTC0995,9,Polyesters,-0.667762,12.969737
PTC0720,8,Polysulfides,0.8853425,20.161879
PTC2944,10,Polyamides,-6.537663,-2.131348
PTC0484,10,Polyamides,7.466798,27.082409
PTC0054,10,Polyamides,23.355783,0.32941258
PTC0699,7,Polyethers,7.802772,6.5359583
PTC1390,11,Polyurethanes,14.605992,16.365746
PTC1084,9,Polyesters,3.5554473,19.90011
PTC4333,9,Polyesters,5.710811,-6.5512004
PTC3144,12,Polyureas,16.018595,-2.751063
PTC3298,13,Polyimides,16.986353,14.6969185
PTC1387,11,Polyurethanes,14.633288,16.353739
PTC1978,9,Polyesters,-3.6049027,15.956786
PTC3315,13,Polyimides,16.994057,14.702741
PTC3244,13,Polyimides,6.1943445,9.197557
PTC2350,15,Polycarbonates,7.197353,18.572353
PTC0860,9,Polyesters,-0.6091559,18.61743
PTC4456,13,Polyimides,-4.332446,6.771498
PTC0663,18,Polysulfones,9.332518,2.259199
PTC1122,10,Polyamides,4.468634,17.075119
PTC1149,10,Polyamides,23.522646,0.4185335
PTC2325,7,Polyethers,3.101333,3.2887075
PTC3033,10,Polyamides,6.218187,13.048268
PTC4348,10,Polyamides,-9.353684,0.47199944
PTC3399,15,Polycarbonates,6.319423,8.860242
PTC1586,14,Polyanhydrides,2.6730866,21.2338
PTC0773,9,Polyesters,8.989373,-8.488844
PTC2734,9,Polyesters,7.1161327,13.37313
PTC0839,9,Polyesters,10.560013,13.744157
PTC0008,4,Polyacrylics,2.1888185,12.199602
PTC0111,9,Polyesters,-5.6443605,0.924202
PTC0576,7,Polyethers,7.5057964,4.6665263
PTC1042,9,Polyesters,12.269578,12.597382
PTC2336,7,Polyethers,5.5924406,8.190484
PTC1200,10,Polyamides,23.409674,0.35696492
PTC1039,9,Polyesters,7.456595,9.528027
